"Region","Age","year","PopSize","ageGroup2","ageGroup3","ageGroup5","ageGroup6","ageGroup7"
"North West",90,2005,44651,"adults","65+","65+","65+","65+"
"North West",90,2006,44385,"adults","65+","65+","65+","65+"
"North West",90,2007,43817,"adults","65+","65+","65+","65+"
"North West",90,2008,42219,"adults","65+","65+","65+","65+"
"North West",90,2009,43781,"adults","65+","65+","65+","65+"
"North West",90,2010,47151,"adults","65+","65+","65+","65+"
"North West",90,2011,50972,"adults","65+","65+","65+","65+"
"North West",90,2012,53805,"adults","65+","65+","65+","65+"
"North West",90,2013,54649,"adults","65+","65+","65+","65+"
"North West",90,2014,56865,"adults","65+","65+","65+","65+"
"North West",90,2015,57308,"adults","65+","65+","65+","65+"
"North West",90,2016,58633,"adults","65+","65+","65+","65+"
"North West",90,2017,59089,"adults","65+","65+","65+","65+"
"North West",90,2018,59236,"adults","65+","65+","65+","65+"
"North West",90,2019,60823,"adults","65+","65+","65+","65+"
"North West",90,2020,60009,"adults","65+","65+","65+","65+"
"North West",90,2021,61069,"adults","65+","65+","65+","65+"
"North West",90,2022,62188,"adults","65+","65+","65+","65+"
"North West",90,2023,61755,"adults","65+","65+","65+","65+"
"North West",90,2024,61755,"adults","65+","65+","65+","65+"
"South East",0,2001,89490,"children","<2","<5","<2","<2"
"South East",0,2002,87297,"children","<2","<5","<2","<2"
"South East",0,2003,90238,"children","<2","<5","<2","<2"
"South East",0,2004,93688,"children","<2","<5","<2","<2"
"South East",0,2005,93733,"children","<2","<5","<2","<2"
"South East",0,2006,97143,"children","<2","<5","<2","<2"
"South East",0,2007,100666,"children","<2","<5","<2","<2"
"South East",0,2008,104121,"children","<2","<5","<2","<2"
"South East",0,2009,103304,"children","<2","<5","<2","<2"
"South East",0,2010,106168,"children","<2","<5","<2","<2"
"South East",0,2011,107771,"children","<2","<5","<2","<2"
"South East",0,2012,107553,"children","<2","<5","<2","<2"
"South East",0,2013,104343,"children","<2","<5","<2","<2"
"South East",0,2014,102116,"children","<2","<5","<2","<2"
"South East",0,2015,102470,"children","<2","<5","<2","<2"
"South East",0,2016,102451,"children","<2","<5","<2","<2"
"South East",0,2017,99312,"children","<2","<5","<2","<2"
"South East",0,2018,97318,"children","<2","<5","<2","<2"
"South East",0,2019,95173,"children","<2","<5","<2","<2"
"South East",0,2020,93238,"children","<2","<5","<2","<2"
"South East",0,2021,91993,"children","<2","<5","<2","<2"
"South East",0,2022,93865,"children","<2","<5","<2","<2"
"South East",0,2023,90346,"children","<2","<5","<2","<2"
"South East",0,2024,90346,"children","<2","<5","<2","<2"
"South East",1,2001,92147,"children","<2","<5","<2","<2"
"South East",1,2002,89990,"children","<2","<5","<2","<2"
"South East",1,2003,88136,"children","<2","<5","<2","<2"
"South East",1,2004,90995,"children","<2","<5","<2","<2"
"South East",1,2005,94586,"children","<2","<5","<2","<2"
"South East",1,2006,94815,"children","<2","<5","<2","<2"
"South East",1,2007,98620,"children","<2","<5","<2","<2"
"South East",1,2008,101863,"children","<2","<5","<2","<2"
"South East",1,2009,105242,"children","<2","<5","<2","<2"
"South East",1,2010,104759,"children","<2","<5","<2","<2"
"South East",1,2011,107546,"children","<2","<5","<2","<2"
"South East",1,2012,109648,"children","<2","<5","<2","<2"
"South East",1,2013,109486,"children","<2","<5","<2","<2"
"South East",1,2014,106213,"children","<2","<5","<2","<2"
"South East",1,2015,103788,"children","<2","<5","<2","<2"
"South East",1,2016,104055,"children","<2","<5","<2","<2"
"South East",1,2017,103687,"children","<2","<5","<2","<2"
"South East",1,2018,100473,"children","<2","<5","<2","<2"
"South East",1,2019,98736,"children","<2","<5","<2","<2"
"South East",1,2020,96875,"children","<2","<5","<2","<2"
"South East",1,2021,96282,"children","<2","<5","<2","<2"
"South East",1,2022,95115,"children","<2","<5","<2","<2"
"South East",1,2023,97364,"children","<2","<5","<2","<2"
"South East",1,2024,97364,"children","<2","<5","<2","<2"
"South East",2,2001,95505,"children","2-64","<5","2-4","2-4"
"South East",2,2002,92889,"children","2-64","<5","2-4","2-4"
"South East",2,2003,90997,"children","2-64","<5","2-4","2-4"
"South East",2,2004,89077,"children","2-64","<5","2-4","2-4"
"South East",2,2005,92142,"children","2-64","<5","2-4","2-4"
"South East",2,2006,95503,"children","2-64","<5","2-4","2-4"
"South East",2,2007,96198,"children","2-64","<5","2-4","2-4"
"South East",2,2008,100124,"children","2-64","<5","2-4","2-4"
"South East",2,2009,103012,"children","2-64","<5","2-4","2-4"
"South East",2,2010,106881,"children","2-64","<5","2-4","2-4"
"South East",2,2011,106298,"children","2-64","<5","2-4","2-4"
"South East",2,2012,109223,"children","2-64","<5","2-4","2-4"
"South East",2,2013,111216,"children","2-64","<5","2-4","2-4"
"South East",2,2014,111166,"children","2-64","<5","2-4","2-4"
"South East",2,2015,107715,"children","2-64","<5","2-4","2-4"
"South East",2,2016,105085,"children","2-64","<5","2-4","2-4"
"South East",2,2017,104981,"children","2-64","<5","2-4","2-4"
"South East",2,2018,104702,"children","2-64","<5","2-4","2-4"
"South East",2,2019,101666,"children","2-64","<5","2-4","2-4"
"South East",2,2020,99791,"children","2-64","<5","2-4","2-4"
"South East",2,2021,99194,"children","2-64","<5","2-4","2-4"
"South East",2,2022,99632,"children","2-64","<5","2-4","2-4"
"South East",2,2023,99006,"children","2-64","<5","2-4","2-4"
"South East",2,2024,99006,"children","2-64","<5","2-4","2-4"
"South East",3,2001,96596,"children","2-64","<5","2-4","2-4"
"South East",3,2002,96178,"children","2-64","<5","2-4","2-4"
"South East",3,2003,93763,"children","2-64","<5","2-4","2-4"
"South East",3,2004,91990,"children","2-64","<5","2-4","2-4"
"South East",3,2005,89990,"children","2-64","<5","2-4","2-4"
"South East",3,2006,92990,"children","2-64","<5","2-4","2-4"
"South East",3,2007,96592,"children","2-64","<5","2-4","2-4"
"South East",3,2008,96856,"children","2-64","<5","2-4","2-4"
"South East",3,2009,101480,"children","2-64","<5","2-4","2-4"
"South East",3,2010,104574,"children","2-64","<5","2-4","2-4"
"South East",3,2011,108495,"children","2-64","<5","2-4","2-4"
"South East",3,2012,107650,"children","2-64","<5","2-4","2-4"
"South East",3,2013,110342,"children","2-64","<5","2-4","2-4"
"South East",3,2014,112458,"children","2-64","<5","2-4","2-4"
"South East",3,2015,112553,"children","2-64","<5","2-4","2-4"
"South East",3,2016,108715,"children","2-64","<5","2-4","2-4"
"South East",3,2017,105765,"children","2-64","<5","2-4","2-4"
"South East",3,2018,105566,"children","2-64","<5","2-4","2-4"
"South East",3,2019,105608,"children","2-64","<5","2-4","2-4"
"South East",3,2020,102598,"children","2-64","<5","2-4","2-4"
"South East",3,2021,101300,"children","2-64","<5","2-4","2-4"
"South East",3,2022,102460,"children","2-64","<5","2-4","2-4"
"South East",3,2023,102861,"children","2-64","<5","2-4","2-4"
"South East",3,2024,102861,"children","2-64","<5","2-4","2-4"
"South East",4,2001,98002,"children","2-64","<5","2-4","2-4"
"South East",4,2002,97304,"children","2-64","<5","2-4","2-4"
"South East",4,2003,97149,"children","2-64","<5","2-4","2-4"
"South East",4,2004,94627,"children","2-64","<5","2-4","2-4"
"South East",4,2005,92772,"children","2-64","<5","2-4","2-4"
"South East",4,2006,90630,"children","2-64","<5","2-4","2-4"
"South East",4,2007,93836,"children","2-64","<5","2-4","2-4"
"South East",4,2008,97153,"children","2-64","<5","2-4","2-4"
"South East",4,2009,97530,"children","2-64","<5","2-4","2-4"
"South East",4,2010,102825,"children","2-64","<5","2-4","2-4"
"South East",4,2011,105898,"children","2-64","<5","2-4","2-4"
"South East",4,2012,109587,"children","2-64","<5","2-4","2-4"
"South East",4,2013,108791,"children","2-64","<5","2-4","2-4"
"South East",4,2014,111339,"children","2-64","<5","2-4","2-4"
"South East",4,2015,113311,"children","2-64","<5","2-4","2-4"
"South East",4,2016,113514,"children","2-64","<5","2-4","2-4"
"South East",4,2017,109469,"children","2-64","<5","2-4","2-4"
"South East",4,2018,106319,"children","2-64","<5","2-4","2-4"
"South East",4,2019,106261,"children","2-64","<5","2-4","2-4"
"South East",4,2020,106558,"children","2-64","<5","2-4","2-4"
"South East",4,2021,104134,"children","2-64","<5","2-4","2-4"
"South East",4,2022,104225,"children","2-64","<5","2-4","2-4"
"South East",4,2023,105395,"children","2-64","<5","2-4","2-4"
"South East",4,2024,105395,"children","2-64","<5","2-4","2-4"
"South East",5,2001,97973,"children","2-64","5-18","5-14","5-14"
"South East",5,2002,98711,"children","2-64","5-18","5-14","5-14"
"South East",5,2003,98214,"children","2-64","5-18","5-14","5-14"
"South East",5,2004,98111,"children","2-64","5-18","5-14","5-14"
"South East",5,2005,95152,"children","2-64","5-18","5-14","5-14"
"South East",5,2006,93480,"children","2-64","5-18","5-14","5-14"
"South East",5,2007,91438,"children","2-64","5-18","5-14","5-14"
"South East",5,2008,94293,"children","2-64","5-18","5-14","5-14"
"South East",5,2009,97806,"children","2-64","5-18","5-14","5-14"
"South East",5,2010,98246,"children","2-64","5-18","5-14","5-14"
"South East",5,2011,103804,"children","2-64","5-18","5-14","5-14"
"South East",5,2012,106654,"children","2-64","5-18","5-14","5-14"
"South East",5,2013,110399,"children","2-64","5-18","5-14","5-14"
"South East",5,2014,109503,"children","2-64","5-18","5-14","5-14"
"South East",5,2015,112088,"children","2-64","5-18","5-14","5-14"
"South East",5,2016,113985,"children","2-64","5-18","5-14","5-14"
"South East",5,2017,113725,"children","2-64","5-18","5-14","5-14"
"South East",5,2018,109830,"children","2-64","5-18","5-14","5-14"
"South East",5,2019,106764,"children","2-64","5-18","5-14","5-14"
"South East",5,2020,106761,"children","2-64","5-18","5-14","5-14"
"South East",5,2021,107564,"children","2-64","5-18","5-14","5-14"
"South East",5,2022,106893,"children","2-64","5-18","5-14","5-14"
"South East",5,2023,106985,"children","2-64","5-18","5-14","5-14"
"South East",5,2024,106985,"children","2-64","5-18","5-14","5-14"
"South East",6,2001,98860,"children","2-64","5-18","5-14","5-14"
"South East",6,2002,98513,"children","2-64","5-18","5-14","5-14"
"South East",6,2003,99466,"children","2-64","5-18","5-14","5-14"
"South East",6,2004,99040,"children","2-64","5-18","5-14","5-14"
"South East",6,2005,98589,"children","2-64","5-18","5-14","5-14"
"South East",6,2006,95849,"children","2-64","5-18","5-14","5-14"
"South East",6,2007,94200,"children","2-64","5-18","5-14","5-14"
"South East",6,2008,91962,"children","2-64","5-18","5-14","5-14"
"South East",6,2009,94847,"children","2-64","5-18","5-14","5-14"
"South East",6,2010,98494,"children","2-64","5-18","5-14","5-14"
"South East",6,2011,98775,"children","2-64","5-18","5-14","5-14"
"South East",6,2012,104196,"children","2-64","5-18","5-14","5-14"
"South East",6,2013,107293,"children","2-64","5-18","5-14","5-14"
"South East",6,2014,110990,"children","2-64","5-18","5-14","5-14"
"South East",6,2015,110035,"children","2-64","5-18","5-14","5-14"
"South East",6,2016,112601,"children","2-64","5-18","5-14","5-14"
"South East",6,2017,114237,"children","2-64","5-18","5-14","5-14"
"South East",6,2018,114014,"children","2-64","5-18","5-14","5-14"
"South East",6,2019,110170,"children","2-64","5-18","5-14","5-14"
"South East",6,2020,107161,"children","2-64","5-18","5-14","5-14"
"South East",6,2021,107508,"children","2-64","5-18","5-14","5-14"
"South East",6,2022,110098,"children","2-64","5-18","5-14","5-14"
"South East",6,2023,109520,"children","2-64","5-18","5-14","5-14"
"South East",6,2024,109520,"children","2-64","5-18","5-14","5-14"
"South East",7,2001,101440,"children","2-64","5-18","5-14","5-14"
"South East",7,2002,99327,"children","2-64","5-18","5-14","5-14"
"South East",7,2003,99361,"children","2-64","5-18","5-14","5-14"
"South East",7,2004,100487,"children","2-64","5-18","5-14","5-14"
"South East",7,2005,99713,"children","2-64","5-18","5-14","5-14"
"South East",7,2006,99228,"children","2-64","5-18","5-14","5-14"
"South East",7,2007,96698,"children","2-64","5-18","5-14","5-14"
"South East",7,2008,94961,"children","2-64","5-18","5-14","5-14"
"South East",7,2009,92512,"children","2-64","5-18","5-14","5-14"
"South East",7,2010,95432,"children","2-64","5-18","5-14","5-14"
"South East",7,2011,98799,"children","2-64","5-18","5-14","5-14"
"South East",7,2012,99666,"children","2-64","5-18","5-14","5-14"
"South East",7,2013,104714,"children","2-64","5-18","5-14","5-14"
"South East",7,2014,107711,"children","2-64","5-18","5-14","5-14"
"South East",7,2015,111600,"children","2-64","5-18","5-14","5-14"
"South East",7,2016,110794,"children","2-64","5-18","5-14","5-14"
"South East",7,2017,112872,"children","2-64","5-18","5-14","5-14"
"South East",7,2018,114497,"children","2-64","5-18","5-14","5-14"
"South East",7,2019,114438,"children","2-64","5-18","5-14","5-14"
"South East",7,2020,110706,"children","2-64","5-18","5-14","5-14"
"South East",7,2021,107867,"children","2-64","5-18","5-14","5-14"
"South East",7,2022,110311,"children","2-64","5-18","5-14","5-14"
"South East",7,2023,112433,"children","2-64","5-18","5-14","5-14"
"South East",7,2024,112433,"children","2-64","5-18","5-14","5-14"
"South East",8,2001,102125,"children","2-64","5-18","5-14","5-14"
"South East",8,2002,102065,"children","2-64","5-18","5-14","5-14"
"South East",8,2003,100091,"children","2-64","5-18","5-14","5-14"
"South East",8,2004,100150,"children","2-64","5-18","5-14","5-14"
"South East",8,2005,101072,"children","2-64","5-18","5-14","5-14"
"South East",8,2006,100501,"children","2-64","5-18","5-14","5-14"
"South East",8,2007,100154,"children","2-64","5-18","5-14","5-14"
"South East",8,2008,97438,"children","2-64","5-18","5-14","5-14"
"South East",8,2009,95791,"children","2-64","5-18","5-14","5-14"
"South East",8,2010,93179,"children","2-64","5-18","5-14","5-14"
"South East",8,2011,95766,"children","2-64","5-18","5-14","5-14"
"South East",8,2012,99779,"children","2-64","5-18","5-14","5-14"
"South East",8,2013,100610,"children","2-64","5-18","5-14","5-14"
"South East",8,2014,105167,"children","2-64","5-18","5-14","5-14"
"South East",8,2015,108145,"children","2-64","5-18","5-14","5-14"
"South East",8,2016,112189,"children","2-64","5-18","5-14","5-14"
"South East",8,2017,111115,"children","2-64","5-18","5-14","5-14"
"South East",8,2018,113369,"children","2-64","5-18","5-14","5-14"
"South East",8,2019,114934,"children","2-64","5-18","5-14","5-14"
"South East",8,2020,114864,"children","2-64","5-18","5-14","5-14"
"South East",8,2021,111425,"children","2-64","5-18","5-14","5-14"
"South East",8,2022,110309,"children","2-64","5-18","5-14","5-14"
"South East",8,2023,112887,"children","2-64","5-18","5-14","5-14"
"South East",8,2024,112887,"children","2-64","5-18","5-14","5-14"
"South East",9,2001,104761,"children","2-64","5-18","5-14","5-14"
"South East",9,2002,102557,"children","2-64","5-18","5-14","5-14"
"South East",9,2003,102906,"children","2-64","5-18","5-14","5-14"
"South East",9,2004,100876,"children","2-64","5-18","5-14","5-14"
"South East",9,2005,100830,"children","2-64","5-18","5-14","5-14"
"South East",9,2006,101879,"children","2-64","5-18","5-14","5-14"
"South East",9,2007,101442,"children","2-64","5-18","5-14","5-14"
"South East",9,2008,100980,"children","2-64","5-18","5-14","5-14"
"South East",9,2009,98342,"children","2-64","5-18","5-14","5-14"
"South East",9,2010,96626,"children","2-64","5-18","5-14","5-14"
"South East",9,2011,93646,"children","2-64","5-18","5-14","5-14"
"South East",9,2012,96794,"children","2-64","5-18","5-14","5-14"
"South East",9,2013,100745,"children","2-64","5-18","5-14","5-14"
"South East",9,2014,101642,"children","2-64","5-18","5-14","5-14"
"South East",9,2015,105646,"children","2-64","5-18","5-14","5-14"
"South East",9,2016,108699,"children","2-64","5-18","5-14","5-14"
"South East",9,2017,112560,"children","2-64","5-18","5-14","5-14"
"South East",9,2018,111541,"children","2-64","5-18","5-14","5-14"
"South East",9,2019,113701,"children","2-64","5-18","5-14","5-14"
"South East",9,2020,115420,"children","2-64","5-18","5-14","5-14"
"South East",9,2021,115588,"children","2-64","5-18","5-14","5-14"
"South East",9,2022,113850,"children","2-64","5-18","5-14","5-14"
"South East",9,2023,112753,"children","2-64","5-18","5-14","5-14"
